filepath,species,freshness,species_idx,freshness_idx,combined_class
Rastrelliger Faughni - Not Fresh/IMG_20191018_055208.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Fresh/IMG_20191002_064430.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Chanos Chanos - Fresh/IMG_20191113_051821.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055119_4.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063332_1.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_061316_5.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055132.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Rastrelliger Faughni - Fresh/IMG_20191017_064803.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055608_5.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_055042_1.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Chanos Chanos - Highly Fresh/IMG_20191001_063030.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055230_7.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_075938_3.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Niloticus - Fresh/IMG_20191112_053317.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191016_071841.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_075320_3.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060040_2.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063813.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20191001_063255.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191018_054908.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191110_073827_2.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_061234_3.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191018_060154.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061916.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_055123_3.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Chanos Chanos - Not Fresh/IMG_20191115_053339.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191001_065048.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Chanos Chanos - Not Fresh/IMG_20191004_063758.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054804.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062509.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191005_070611.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054741_4.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060438_1.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Chanos Chanos - Fresh/IMG_20191002_063314.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_062015_2.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054723_2.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Eleutheronema Tetradactylum - Not Fresh/IMG_20191019_064532.jpg,Eleutheronema Tetradactylum,Not Fresh,1,2,Eleutheronema Tetradactylum | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060010_2.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054739.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_055227_3.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054720.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063924_2.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Johnius Trachycephalus - Fresh/IMG_20191017_070456.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Nibea Albiflora - Not Fresh/IMG_20191115_062410.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_061943.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191115_061036.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191115_060740.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_054824.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_054857.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_071504.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_071601.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Johnius Trachycephalus - Highly Fresh/IMG_20191015_065501.jpg,Johnius Trachycephalus,Highly Fresh,2,0,Johnius Trachycephalus | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191017_071638.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191115_055948_1.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191018_055626.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_061316_1.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055526_3.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_054516.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055615.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_053951_4.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Nibea Albiflora - Not Fresh/IMG_20191114_062537_2.jpg,Nibea Albiflora,Not Fresh,3,2,Nibea Albiflora | Not Fresh
Chanos Chanos - Fresh/IMG_20191113_052412.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Niloticus - Fresh/IMG_20191113_053041.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Nibea Albiflora - Fresh/IMG_20191113_061155_1.jpg,Nibea Albiflora,Fresh,3,1,Nibea Albiflora | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055235_4.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_075717.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_075320_2.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054444.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063753_5.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191014_070516.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054852.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191111_062255_2.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191015_072122.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191018_055951.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Chanos Chanos - Not Fresh/IMG_20191115_052934.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054533_3.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Johnius Trachycephalus - Fresh/IMG_20191017_070009.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Johnius Trachycephalus - Fresh/IMG_20191017_070251.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Rastrelliger Faughni - Fresh/IMG_20191112_062337.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Rastrelliger Faughni - Fresh/IMG_20191016_065030.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_072642.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Chanos Chanos - Highly Fresh/IMG_20191001_063209.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_075141.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191017_062137.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055250.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191015_071947.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191114_060847_1.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191115_060937.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191018_054901.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_080045.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_063340_1.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191115_060111.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_075138.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Chanos Chanos - Not Fresh/IMG_20191005_072329.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Chanos Chanos - Fresh/IMG_20191113_052639.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191111_062541.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191018_055738.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191114_055249.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_075351_4.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191111_064118.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191014_072922.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191114_061247.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Chanos Chanos - Not Fresh/IMG_20191115_052735.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191018_055402.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
Oreochromis Niloticus - Fresh/IMG_20191113_054116.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_060631.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Johnius Trachycephalus - Fresh/IMG_20191017_065858.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Eleutheronema Tetradactylum - Not Fresh/IMG_20191018_061643.jpg,Eleutheronema Tetradactylum,Not Fresh,1,2,Eleutheronema Tetradactylum | Not Fresh
Chanos Chanos - Highly Fresh/IMG_20191001_063525.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Chanos Chanos - Highly Fresh/IMG_20191111_052018.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Eleutheronema Tetradactylum - Not Fresh/IMG_20191018_062343.jpg,Eleutheronema Tetradactylum,Not Fresh,1,2,Eleutheronema Tetradactylum | Not Fresh
Oreochromis Niloticus - Fresh/IMG_20191002_064328.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Eleutheronema Tetradactylum - Not Fresh/IMG_20191019_063456.jpg,Eleutheronema Tetradactylum,Not Fresh,1,2,Eleutheronema Tetradactylum | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191019_055754.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Niloticus - Fresh/IMG_20191003_063433.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063219_2.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063629_4.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_055457_3.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_055518.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191014_072201.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Johnius Trachycephalus - Highly Fresh/IMG_20191014_071812.jpg,Johnius Trachycephalus,Highly Fresh,2,0,Johnius Trachycephalus | Highly Fresh
Oreochromis Niloticus - Fresh/IMG_20191002_063835.jpg,Oreochromis Niloticus,Fresh,5,1,Oreochromis Niloticus | Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054457_2.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_060433_2.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Johnius Trachycephalus - Highly Fresh/IMG_20191015_065145.jpg,Johnius Trachycephalus,Highly Fresh,2,0,Johnius Trachycephalus | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_075121.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191110_061120_2.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055112_3.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_054252.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Johnius Trachycephalus - Fresh/IMG_20191016_070120.jpg,Johnius Trachycephalus,Fresh,2,1,Johnius Trachycephalus | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191111_054835.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191111_062235_2.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080917.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20190930_071842.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Mossambicus - Fresh/IMG_20191113_054838.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20190930_072249.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080931_1.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Chanos Chanos - Fresh/IMG_20191112_052159.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_055126_1.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Johnius Trachycephalus - Not Fresh/IMG_20191018_060636.jpg,Johnius Trachycephalus,Not Fresh,2,2,Johnius Trachycephalus | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080616.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Chanos Chanos - Not Fresh/IMG_20191005_072012.jpg,Chanos Chanos,Not Fresh,0,2,Chanos Chanos | Not Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191115_060213.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_062139_3.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191115_055518.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Rastrelliger Faughni - Fresh/IMG_20191113_060119_1.jpg,Rastrelliger Faughni,Fresh,6,1,Rastrelliger Faughni | Fresh
Chanos Chanos - Highly Fresh/IMG_20191111_053012.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Upeneus Moluccensis - Fresh/IMG_20191112_055722.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Upeneus Moluccensis - Fresh/IMG_20191113_062211_1.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Eleutheronema Tetradactylum - Highly Fresh/IMG_20191015_071428.jpg,Eleutheronema Tetradactylum,Highly Fresh,1,0,Eleutheronema Tetradactylum | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191115_063614.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063540.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191110_055526_1.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Chanos Chanos - Fresh/IMG_20191113_052249.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Mossambicus - Fresh/IMG_20191112_054709.jpg,Oreochromis Mossambicus,Fresh,4,1,Oreochromis Mossambicus | Fresh
Upeneus Moluccensis - Highly Fresh/IMG_20191111_060118.jpg,Upeneus Moluccensis,Highly Fresh,7,0,Upeneus Moluccensis | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_054316_!.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_080200_1.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191018_054608.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_073144_5.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Chanos Chanos - Highly Fresh/IMG_20191110_081405.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Chanos Chanos - Highly Fresh/IMG_20191111_053033.jpg,Chanos Chanos,Highly Fresh,0,0,Chanos Chanos | Highly Fresh
Oreochromis Niloticus - Not Fresh/IMG_20191115_054159.jpg,Oreochromis Niloticus,Not Fresh,5,2,Oreochromis Niloticus | Not Fresh
Rastrelliger Faughni - Highly Fresh/IMG_20191015_063919.jpg,Rastrelliger Faughni,Highly Fresh,6,0,Rastrelliger Faughni | Highly Fresh
Oreochromis Mossambicus - Not Fresh/IMG_20191114_060422_3.jpg,Oreochromis Mossambicus,Not Fresh,4,2,Oreochromis Mossambicus | Not Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191018_054627.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Nibea Albiflora - Highly Fresh/IMG_20191110_080800_2.jpg,Nibea Albiflora,Highly Fresh,3,0,Nibea Albiflora | Highly Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055204_5.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191110_073144_4.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Oreochromis Niloticus - Highly Fresh/IMG_20191111_054037_5.jpg,Oreochromis Niloticus,Highly Fresh,5,0,Oreochromis Niloticus | Highly Fresh
Chanos Chanos - Fresh/IMG_20191113_052113.jpg,Chanos Chanos,Fresh,0,1,Chanos Chanos | Fresh
Oreochromis Mossambicus - Highly Fresh/IMG_20191110_055209_3.jpg,Oreochromis Mossambicus,Highly Fresh,4,0,Oreochromis Mossambicus | Highly Fresh
Eleutheronema Tetradactylum - Fresh/IMG_20191017_071504.jpg,Eleutheronema Tetradactylum,Fresh,1,1,Eleutheronema Tetradactylum | Fresh
Upeneus Moluccensis - Not Fresh/IMG_20191114_063816.jpg,Upeneus Moluccensis,Not Fresh,7,2,Upeneus Moluccensis | Not Fresh
Upeneus Moluccensis - Fresh/IMG_20191016_062633.jpg,Upeneus Moluccensis,Fresh,7,1,Upeneus Moluccensis | Fresh
Rastrelliger Faughni - Not Fresh/IMG_20191019_060507.jpg,Rastrelliger Faughni,Not Fresh,6,2,Rastrelliger Faughni | Not Fresh
